id,lat,long,project_type,name,description,location,lga,cwlth_state_funding,project_status,recovery_type
1330,-34.965459,149.8523521,Local Economic Recovery Funding,Construct a NSW State Emergency Service Volunteers Association centre,"This project will construct a multipurpose centre for the NSW State Emergency Service (SES) Volunteer Association, which provides advocacy and welfare support to approximately 10,000 SES volunteers across NSW.",Windellama,Goulburn Mulwaree (A),"Up to $543,620",Not yet commenced,Infrastructure
1331,-34.95194006,148.3556362,Local Economic Recovery Funding,Implement welfare and resilience counselling,"This project will establish therapeutic counselling programs for students and local communities focused on resilience-building, bushfire-related trauma, and suicide prevention.",n/a,Multiple NSW,"Up to $558,000",Not yet commenced,Human/Social
1332,-30.6425722,151.5028396,Local Economic Recovery Funding,Refurbish the old Uralla Courthouse,"This project will refurbish the old Uralla Courthouse and will include roof repairs, painting, furnishings, asbestos removal, and the installation of flooring, a solar power system, fencing, doors, and electrical infrastructure.",Uralla,Uralla (A),"Up to $925,000",Not yet commenced,Infrastructure
1333,-36.6736738,149.8455351,Local Economic Recovery Funding,Establish a Playability inclusion hub,"This project will develop an accessible, inclusive, and culturally sensitive play and support hub for local children, particularly Aboriginal children and those living with disabilities.",Bega,Bega Valley (A),Up to $1.73 million,Not yet commenced,Infrastructure
1334,-32.9962226,151.0792437,Local Economic Recovery Funding,Upper Yango fire and ecology restoration project,This project will develop and implement a comprehensive land management and hazard reduction strategy.,Laguna,Cessnock (C),"Up to $382,075",Not yet commenced,Environment
1335,-33.2445495,150.226609,Local Economic Recovery Funding,Upgrade the Glow Worm Tunnel visitor precinct,"This project will construct new visitor facilities at Newnes and upgrade existing facilities around the Glow Worm Tunnel, which will support the growth of tourism in the Wolgan Valley.",Newnes Plateau,Lithgow (C),Up to $2.76 million,Not yet commenced,Infrastructure
1336,-33.2209953,151.122555,Local Economic Recovery Funding,Construct a visitor centre at Mangrove Creek Dam,This project will construct a visitor centre at Mangrove Creek Dam to replace amenities destroyed by the Three Mile Fire.,Kulnura,Central Coast (C) (NSW),Up to $2.57 million,Not yet commenced,Infrastructure
1337,-28.63954006,153.0153474,Local Economic Recovery Funding,Bush regeneration in the Upper Clarence,"This project will see bush regeneration conducted by local Aboriginal teams on three fire-damaged properties, recover and reinstate a burnt Aboriginal scar tree of high cultural significance and organise relevant social and educational events.",n/a,Multiple NSW,"Up to $959,952",Not yet commenced,Environment
1338,-36.3882123,149.8876711,Local Economic Recovery Funding,Revitalise the Cobargo CBD -Eastern Side,"This project will repair and replace damaged buildings including construction of a Village Square building, Main Street Upgrades, an innovative co-working facility and a professional wellness hub.",Cobargo,Bega Valley (A),Up to $4.89 million,Not yet commenced,Infrastructure
1339,-35.5231982,150.3932137,Local Economic Recovery Funding,Bawley Point and Kioloa Microgrid Energy Project,"This project will deliver a microgrid energy solution to the towns of Bawley Point and Kioloa, which will allow the towns to maintain power during main grid outages.",Bawley Point,Shoalhaven (C),"Up to $962,400",Not yet commenced,Infrastructure
1340,-36.7095223,149.9776298,Local Economic Recovery Funding,Safer Pathways Project,"This project will upgrade 2.5 kilometres of pathways in Tathra, replace the pedestrian footbridge to the Surf Club, and install solar lighting along the route.",Tathra,Bega Valley (A),"Up to $461,625",Not yet commenced,Infrastructure
1341,-28.6419635,153.5638186,Local Economic Recovery Funding,Wildlife Vet Accommodation and Training Centre,"This project will construct a wildlife vet accommodation and training centre to provide emergency overnight accommodation for visiting wildlife vets, as well as training and meeting spaces for vets, nurses, volunteers, and carers.",Ewingsdale,Byron (A),"Up to $401,500",Not yet commenced,Infrastructure
1342,-33.5051974,150.3676615,Local Economic Recovery Funding,Mt Wilson Rural Fire Brigade Station Extension,This project will extend Mt Wilson Rural Fire Brigade Station to enhance its effectiveness as an emergency hub during natural disasters.,Mount Wilson,Blue Mountains (C),"Up to $697,832",Not yet commenced,Human/Social
1343,-32.82295317,150.1431308,Local Economic Recovery Funding,Community Rebuilding Community,"This project will deliver facilities, training programs, and social services to improve emergency preparedness and recovery in Olinda and Running Stream.",n/a,Mid-Western Regional (A),"Up to $854,602",Not yet commenced,Human/Social
1344,-37.02304064,149.8929189,Local Economic Recovery Funding,Anglicare Regional Recovery Program,"This project will deliver bushfire recovery and preparedness services including case management, connection to service providers, mental health support, volunteer programs, and social events.",n/a,Multiple NSW,Up to $3.48 million,Not yet commenced,Human/Social
1345,-36.01195983,148.7863132,Local Economic Recovery Funding,Improve streets in Adaminaby,"This project will support liveability for the community by improving sealing, curbs, gutters, footpaths, and drainage on local streets.",n/a,Snowy Monaro Regional (A),"Up to $812,340",Not yet commenced,Infrastructure
1346,-37.0441505,148.9431937,Local Economic Recovery Funding,Upgrade the Delegate School of Arts Hall,"This project will improve cladding, drains, footpaths, fencing, foundations, and upgrade the heating, ventilation, and air conditioning system at the Delegate School of Arts Hall.",Delegate,Snowy Monaro Regional (A),"Up to $720,362",Not yet commenced,Infrastructure
1347,-30.75945964,152.4846096,Local Economic Recovery Funding,Tropical Soda Apple Control,"This project will train and support landholders in the eradication, monitoring, and management of tropical soda apple, a highly invasive weed which has increased significantly following the 2019-20 bushfires.",n/a,Kempsey (A),"Up to $724,190",Not yet commenced,Environment
1348,-37.0565468,149.9077042,Local Economic Recovery Funding,Upgrade Barclay Street Sportsground,This project will support the usability of Barclay Street Sportsground  for the local community by improving the accessibility and emergency preparedness of this key local infrastructure.,Eden,Bega Valley (A),"Up to $450,000",Not yet commenced,Infrastructure
1349,-36.428648,150.0756751,Local Economic Recovery Funding,Upgrade Bermagui Indoor Sports Stadium,"This project will repair the roof, windows, and basketball backboard, kitchen, canteen, change rooms, and toilets, and reseal floors at the Bermagui Indoor Sports Stadium.",Bermagui,Bega Valley (A),"Up to $426,015",Not yet commenced,Infrastructure
1350,-36.6754592,149.841645,Local Economic Recovery Funding,Tourism Support Program,"This project will deliver a support program for the development of high-end tourist experiences, and encourage collaboration, mentoring, and networking among stakeholders.",Bega,Bega Valley (A),"Up to $600,000",Not yet commenced,Economic
1351,-36.6754592,149.841645,Local Economic Recovery Funding,Supporting Small Businesses,"This project will hire a Business Support Officer and an Industry Development Officer to build support for local businesses, deliver training programs, and encourage job creation.",Bega,Bega Valley (A),"Up to $300,000",Not yet commenced,Economic
1352,-36.4340739,148.6149718,Local Economic Recovery Funding,Upgrade Jindabyne Sport and Recreation Centre,"This project will construct a pathway and install laser biathlon targets, an administration area, storage space, change rooms, and bathrooms.",Jindabyne,Snowy Monaro Regional (A),"Up to $785,150",Not yet commenced,Infrastructure
1353,-35.10756506,149.5581413,Local Economic Recovery Funding,"Improve Tallong, Bungonia, and Tarago Villages","This project will upgrade the Memorial Hall and install a half basketball court at Tallong; upgrade the community hall and construct a historical walk at Bungonia; and deliver fencing, a barbeque area, shade sails, carpark sealing, and tree planting at Tarago.",n/a,Goulburn Mulwaree (A),"Up to $600,000",Not yet commenced,Infrastructure
1354,-31.091087,150.9311632,Local Economic Recovery Funding,Business Activation and Resilience Program,"This project will deliver a two-year program supporting businesses in the Tamworth region, which will include training in marketing, grant-writing, strategy, and financial literacy.",Tamworth,Tamworth Regional (A),"Up to $368,000",Not yet commenced,Economic
1355,-33.72922227,150.4176621,Local Economic Recovery Funding,Restore Bushland and Enrich Local Leadership,"This project will restore and protect fire-affected bushland, identify environmental and social needs for recovery, and deliver enrichment programs for local leaders.",n/a,Multiple NSW,"Up to $997,915",Not yet commenced,Human/Social
1356,-35.271813,150.4892811,Local Economic Recovery Funding,Lake Conjola Fire Station Upgrade,"This project will construct a tanker bay, install a multifunction room, and make other improvements at Lake Conjola Fire Station.",Lake Conjola,Shoalhaven (C),"Up to $717,303",Not yet commenced,Infrastructure
1357,-35.2440539,150.5105095,Local Economic Recovery Funding,Manyana and Bendalong Firestation,"This project will construct a four-bay fire station for Manyana and Bendalong, based on standard Rural Fire Service design.",Conjola,Shoalhaven (C),Up to $1.75 million,Not yet commenced,Infrastructure
1358,-33.29680049,150.6933067,Local Economic Recovery Funding,Community Continuity Project,This project will develop processes to ensure community continuity in emergency management in the Hawkesbury Local Government Area.,n/a,Hawkesbury (C),"Up to $368,547",Not yet commenced,Human/Social
1359,-30.5207828,151.6813304,Local Economic Recovery Funding,Training Programs for Young People,"This project will provide training and experience to 30 vulnerable young people in the New England region across the agriculture, construction, asset maintenance, and fabrication sectors.",Armidale,Armidale Regional (A),"Up to $572,760",Not yet commenced,Economic
1360,-35.2633266,150.4431036,Local Economic Recovery Funding,Supporting Lake Conjola tourism access,"This project will fund a larger, and higher standard car and trailer parking area to cater for expected demand; improvement of internal roads, the construction of retaining walls and landscaping at Lake Conjola.",Conjola Park,Shoalhaven (C),"Up to $775,349",Not yet commenced,Infrastructure
1361,-33.6997846,150.5684395,Local Economic Recovery Funding,Resilience and Recovery Hub,"This project will develop a directory of support services, offer workshops and reinforce links with emergency services, employment agencies, education providers, and mental health services.",Springwood,Blue Mountains (C),"Up to $720,610",Not yet commenced,Economic
1362,-35.5593922,149.2235238,Local Economic Recovery Funding,Araluen Campgrounds Upgrade,This project will upgrade five community halls within a fire-affected area and install an amenities building at the Araluen campgrounds.,n/a,Queanbeyan-Palerang Regional (A),"Up to $751,500",Not yet commenced,Infrastructure
1363,-33.4662636,150.1560665,Local Economic Recovery Funding,"Cultural, Community and Visitor Centre",This project will construct a community/visitor centre at Lithgow which will serve as an Aboriginal Cultural Centre for the Indigenous group One Mob; a wildlife centre for environmental education; an events space for the local community; and a visitor centre for the Secret Creek Sanctuary.,McKellars Park,Lithgow (C),"Up to $615,500",Not yet commenced,Infrastructure
1364,-33.42569691,151.4088221,Local Economic Recovery Funding,"Tourism Product, Content and Digital Product Development","This project will deliver an improved digital presence on LoveCentralCoast.com, promoting tourism to the Central Coast.",n/a,Central Coast (C) (NSW),"Up to $250,000",Not yet commenced,Economic
1365,-33.50408085,150.3882468,Local Economic Recovery Funding,Practical Support for Bushfire-affected Citizens,This project will support Habitat for Humanity to work alongside vulnerable residents and volunteers to clear burned debris and fire prone vegetation; provide minor building repairs; and prepare homes and properties for bushfires.,n/a,Multiple NSW,"Up to $919,206",Not yet commenced,Human/Social
1366,-35.2682871,150.4669265,Local Economic Recovery Funding,Shared Use Bridge,This project will construct a shared user path bridge on Lake Conjola Entrance Road.,Lake Conjola,Shoalhaven (C),Up to $1.00 million,Not yet commenced,Infrastructure
1367,-34.1700078,150.612913,Local Economic Recovery Funding,Wollondilly Local Skills Ready Program,"This project will  fund the Local Skills Ready Program in Wollondilly, developing a strong local workforce, reducing unemployment, and creating local jobs.",Picton,Wollondilly (A),"Up to $981,727",Not yet commenced,Economic
1368,-33.4662636,150.1560665,Local Economic Recovery Funding,Build Wildlife Hospital and Rehabilitation Centre,"This project will build a Wildlife Rescue and Rehabilitation Hospital adjacent to Secret Creek Sanctuary, providing a venue for the rescue, rehabilitation and release of native species.",McKellars Park,Lithgow (C),"Up to $720,500",Not yet commenced,Infrastructure
1369,-36.68865756,149.8418113,Local Economic Recovery Funding,Support bushfire-affected Startups,"This project will deliver in-depth business support to 90 of the most promising bushfire-affected startups, supported by the University of Wollongong's iAccelerate program.",n/a,Multiple NSW,"Up to $999,570",Not yet commenced,Economic
1370,-36.73965003,149.9671225,Local Economic Recovery Funding,Royal Far West Bushfire Recovery Program,"This project will provide speech, occupational therapy, and clinical psychology assessments, as well as therapy for children in need of long-term clinical interventions.",n/a,Multiple NSW,Up to $3.99 million,Not yet commenced,Human/Social
1371,-36.9134747,149.2405647,Local Economic Recovery Funding,Upgrade Bombala Sporting Facilities,"This project will upgrade the sporting facilities at the Bombala Exhibition Ground. This includes the creation of an all-abilities spectator area, paths, storage facilities, resurfaced netball courts, additional seating, and female amenities.",Bombala,Snowy Monaro Regional (A),"Up to $796,505",Not yet commenced,Infrastructure
1372,-33.09235284,151.6324464,Local Economic Recovery Funding,Improve the power supply for three emergency response facilities,"This project will provide three emergency facilities in the Lake Macquarie City Council Local Government Area with solar panels, storage batteries, and backup diesel generators.",n/a,Lake Macquarie (C),Up to $2.42 million,Not yet commenced,Infrastructure
1373,-32.5902513,149.5848304,Local Economic Recovery Funding,Mudgee Region Campaign,This project will  help the Feed the Love Mudgee Region campaign develop new digital content; deliver a multimedia campaign; and roll out an industry development program to support visitor recovery and growth.,Mudgee,Mid-Western Regional (A),"Up to $495,000",Not yet commenced,Economic
1374,-36.6943312,149.837231,Local Economic Recovery Funding,Aboriginal Community Multipurpose Workshop,"This project will create a multipurpose workshop to  support Aboriginal land management programs, provide a meeting place and act as a storage facility for emergency equipment and disaster relief supplies.",Bega,Bega Valley (A),"Up to $766,983",Not yet commenced,Infrastructure
1375,-31.7328912,152.6976678,Local Economic Recovery Funding,Upgraded station for the Johns River Rural Fire Service Brigade,"This project will construct a new stationhouse with vital amenities, including a meeting room, an accessible shower, change rooms, and toilets.",Johns River,Mid-Coast (A),"Up to $463,400",Not yet commenced,Infrastructure
1376,-30.50313191,151.6677943,Local Economic Recovery Funding,Road to Recovery Disaster Resilience Program,This project will provide individualised case management; the employment of local recovery workers; and community information sessions about post-trauma support.,n/a,Multiple NSW,"Up to $900,974",Not yet commenced,Human/Social
1377,-33.50408085,150.3882468,Local Economic Recovery Funding,Improved Infrastructure for Isolated Blue Mountains Communities,"This project will improve community facilities within isolated communities, including additions to Mt Wilson Hall; installation of a new toilet at Founders Corner and Silva Plana; the renewal of Mount Irvine Community Court; and the installation of water tanks in Mt Tomah.",n/a,Blue Mountains (C),"Up to $814,000",Not yet commenced,Infrastructure
1378,-36.1612192,150.0546926,Local Economic Recovery Funding,Narooma Mountain Bike Trails Hub,This project will construct up to 50km of mountain bike trails and a trailhead as part of the Narooma Mountain Bike Trails Hub.,Bodalla,Eurobodalla (A),Up to $3.91 million,Not yet commenced,Infrastructure
1379,-32.83482562,151.3630288,Local Economic Recovery Funding,Upgrade Rural Fire Service Sheds,"This project will upgrade a number of Rural Fire Service sheds. This will provide space for larger fire trucks, more volunteers, and improved training.",n/a,Cessnock (C),Up to $1.00 million,Not yet commenced,Infrastructure
1380,-30.640933,153.0015864,Local Economic Recovery Funding,Becoming U Youth Initiative,"This project will engage community stakeholders to support 8 to 18 year olds in Nambucca Valley, fostering self-belief and inspiring them to pursue achievable life goals.",Nambucca Heads,Nambucca (A),"Up to $400,600",Not yet commenced,Economic
1381,-32.7740327,151.2955771,Local Economic Recovery Funding,Hunter Valley Wine & Tourism Association: Recovery & Resilience Program,"This project will fund a tourism campaign which will aim to improve destination perception, increase consumer demand, raise sales value, and boost domestic tourism.",Pokolbin,Multiple NSW,"Up to $900,000",Not yet commenced,Economic
1382,-28.74314757,152.1125112,Local Economic Recovery Funding,Improve Mt Lindesay Road,This project will fund the construction and sealing of 7.6km of Mount Lindesay Road at two locations: Liston to Tenterfield (5.5km) and Cullendore Road to Legume (2.1km).,n/a,Tenterfield (A),Up to $5.75 million,Not yet commenced,Infrastructure
1383,-36.68865756,149.8418113,Local Economic Recovery Funding,Support South Coast Youth Volunteering Initiative,This project will fund Regional Development Australia Far South Coast to partner with NSW Rural Fire Service and local high schools to deliver nationally accredited training for up to 300 students.,Nowra,Multiple NSW,"Up to $211,000",Not yet commenced,Human/Social
1384,-35.35714368,150.4611646,Local Economic Recovery Funding,Milton - Ulladulla Rural Landcare Forest Recovery Project,This project will provide practical assistance to regenerate tracts of devastated forest land; regenerate habitats for important species; oversee natural regeneration; reduce fire risk and treat weed incursions; and collect data on forest regeneration and post-fire biodiversity.,n/a,Shoalhaven (C),"Up to $225,000",Not yet commenced,Environment
1385,-31.45521401,152.8927226,Local Economic Recovery Funding,Hastings Business Stimulus Project,"This project will fund the Industry Incubator Series, an Art Gallery and Event Support to stimulate economic growth, innovation and resilience.",n/a,Port Macquarie-Hastings (A),"Up to $435,994",Not yet commenced,Economic
1386,-29.677762,152.952347,Local Economic Recovery Funding,Regenerate Corcoran Park and Construct Dog Park,"This project will remediate a former landfill site, undertake bulk earthworks and construct a fenced dog park, as well as an access road, viewing areas, and a carpark.",Grafton,Clarence Valley (A),"Up to $982,000",Not yet commenced,Infrastructure
1387,-30.4665292,152.9759913,Local Economic Recovery Funding,Shared Fire Depot and Community Facility,This project will establish an emergency fire depot that can secure fire management equipment for the Gumbaynggirr Land and Sea Rangers Teams.,Raleigh,Bellingen (A),"Up to $991,200",Not yet commenced,Infrastructure
1388,-29.0695359,152.5426544,Local Economic Recovery Funding,Ewingar Rural Fire Service Brigade,This project will replace the Ewingar Rural Fire Service Brigade shed and provide fuel storage and a helipad for rotary aircraft.,Ewingar,Clarence Valley (A),"Up to $836,126",Not yet commenced,Infrastructure
1389,-32.4085647,151.743172,Local Economic Recovery Funding,Camping to Common Trail Connections,"This project will upgrade an access link between the camping area located at Dungog Showground, in the centre of Dungog township, and the Dungog Common Reserve",Dungog,Dungog (A),"Up to $264,432",Not yet commenced,Infrastructure
1390,-31.5045451,152.7929263,Local Economic Recovery Funding,Tourist Infrastructure,"This project will fund tourist infrastructure including a car park, roadworks, a mural on the large water tank, a deck, an amphitheatre, a cafe, an elevated boardwalk, and landscaping and provide training opportunities for the Bunyah Local Aboriginal Land Council.",Lake Innes,Port Macquarie-Hastings (A),Up to $3.01 million,Not yet commenced,Infrastructure
1391,-32.83482562,151.3630288,Local Economic Recovery Funding,Accelerating Event Economies,"This project will establish a task group; fund an events and opportunity audit; and develop resources including an event manager's toolkit, a prospectus, and a website.",n/a,Multiple NSW,"Up to $861,476",Not yet commenced,Economic
1392,-29.7177365,152.9397971,Local Economic Recovery Funding,Solar Panels and Battery Storage Upgrade,This project will install a 100kW photovoltaic solar system and a 200kWh battery storage system with a 100kw generator in the Clarence Valley LGA.,South Grafton,Clarence Valley (A),"Up to $500,000",Not yet commenced,Infrastructure
1394,-30.3295896,149.7851987,Local Economic Recovery Funding,EcoCrews,"This project will fund EcoCrews members to complete units in land conservation and management and recovery activities through re-vegetation, planting, weeding, erosion control, and landscaping.",n/a,Multiple NSW,Up to $2.07 million,Not yet commenced,Economic
1395,-30.3295896,149.7851987,Local Economic Recovery Funding,The Exchange Business Activator,"This project will deliver business activation programs, workshops, networking events, and mentoring for people and businesses in the Narrabri Shire.",Narrabri,Narrabri (A),"Up to $264,460",Not yet commenced,Economic
1396,-35.54501912,148.1466176,Local Economic Recovery Funding,The Snowy Valleys Sculpture Trail,"This project will create the Snowy Valleys Sculpture Trail, a 100km trail of world-class sculptures that will snake through the historic towns of Adelong, Batlow, Tumbarumba and Tooma on the Snowy Valleys Way.",n/a,Snowy Valleys (A),Up to $4.00 million,Not yet commenced,Economic
1397,-34.88196186,150.6057479,Local Economic Recovery Funding,Caring For Country Traineeship Project,This project will establish an Aboriginal-led land management team in Shoalhaven to provide a year of full-time employment and training to 12 Aboriginal jobseekers.,n/a,Shoalhaven (C),Up to $2.76 million,Not yet commenced,Economic
1398,-31.9007785,152.4602882,Local Economic Recovery Funding,Central Coast Industry Festival,"This project will deliver a program of events across two weeks in July 2022, which will include industry and community education sessions, workshops, and a three-day industry expo.",n/a,Central Coast (C) (NSW),"Up to $255,470",Not yet commenced,Economic
1399,-31.9007785,152.4602882,Local Economic Recovery Funding,Upgrade Amenities and Perform Roadworks,"This project will upgrade amenities blocks and provide sealed roads, giving all-weather access to community and emergency service units.",Taree,Mid-Coast (A),"Up to $815,759",Not yet commenced,Infrastructure
1400,-35.3062556,148.0642927,Local Economic Recovery Funding,Community Advice and Support Service Hubs,"This project will deliver weekly hubs in five communities of the Hawkesbury. These hubs will link community members to vital information and services, including small business development and volunteering programs.",n/a,Hawkesbury (C),"Up to $498,240",Not yet commenced,Human/Social
1401,-34.169311,150.6116303,Local Economic Recovery Funding,Adelong's Swinging Bridge and Surrounds Project,This project will complete the structural work required on Adelong's Swinging Bridge to allow the bridge to reopen. The project also includes a playground and landscaping for the old pool site.,Adelong,Snowy Valleys (A),"Up to $411,758",Not yet commenced,Infrastructure
1402,-34.169311,150.6116303,Local Economic Recovery Funding,Old Picton Post Office Upgrade,"This project will provide accessibility upgrades to the Community Co-working Space at the Old Picton Post Office including installation of a lift and creation of accessible car parking, walkways and ramps.",Picton,Wollondilly (A),"Up to $986,570",Not yet commenced,Infrastructure
1403,-30.514375,151.6666633,Local Economic Recovery Funding,Blueprint for a Resilient South East NSW,"This project will design, prioritise and deliver targeted training programs, communication tools and projects to support resilience in the region.",n/a,Multiple NSW,Up to $2.78 million,Not yet commenced,Economic
1404,-32.1404277,150.3635084,Local Economic Recovery Funding,Business Innovation Hub,"This project will redevelop the old Armidale War Memorial Library into a business innovation hub. This will support regional start-ups that focus on agriculture, the environment, health, creative industries, renewable energy, and more.",Armidale,Armidale Regional (A),"Up to $798,500",Not yet commenced,Economic
1405,-32.1404277,150.3635084,Local Economic Recovery Funding,Merriwa Cycle and Walkway,This project will construct approximately 4km of cycle and walkway paths in the township of Merriwa.,Merriwa,Upper Hunter Shire (A),"Up to $922,674",Not yet commenced,Infrastructure
1406,-36.4162789,148.6251783,Local Economic Recovery Funding,Skill Development for the Forest and Timber Industry,This project will provide support to up to 400 forest and timber workers to support this local industry and ensure a more sustainable economic future.,n/a,Snowy Valleys (A),Up to $1.92 million,Not yet commenced,Economic
1407,-29.4350152,153.3599991,Local Economic Recovery Funding,Refurbish Jindabyne Skate Park,"This project will construct the Jindabyne Skate Park including construction of the skate park, electrical works, outdoor furniture and landscaping.",Jindabyne,Snowy Monaro Regional (A),Up to $1.26 million,Not yet commenced,Infrastructure
1408,-32.5687505,151.1704224,Local Economic Recovery Funding,Eco Tourism on Yaegl Country,"This project will create a campsite on Hickey Island, involving business planning; design and construction of pop-up transportable tent structures; and  provision of a trailer, furniture and fittings, cooking facilities, power, and water.",Yamba,Clarence Valley (A),"Up to $900,000",Not yet commenced,Infrastructure
1409,-32.5687505,151.1704224,Local Economic Recovery Funding,Showground Upgrade,"This project will upgrade Singleton Showground's main building, which includes upgrades to the famous Ladies Tea Rooms, the President's Room, and the Secretarial Office.",Singleton,Singleton (A),"Up to $487,000",Not yet commenced,Infrastructure
1410,-33.50408085,150.3882468,Local Economic Recovery Funding,"Restoring Country, Culture and Community","This project will employ rangers, assess cultural and wildlife sites, survey local fauna populations, install nest boxes, conduct community engagement projects; and more.",n/a,Multiple NSW,Up to $1.00 million,Not yet commenced,Environment
1411,-35.54501912,148.1466176,Local Economic Recovery Funding,Achieving Resilient Towns,"This project will enhance the resilience of small towns to fires, floods and other emergencies by enhancing preparedness, mitigation, prevention and recovery through practical, community-owned measures.",n/a,Snowy Valleys (A),"Up to $486,930",Not yet commenced,Human/Social
1412,-33.27230254,151.4648703,Local Economic Recovery Funding,Solar and Battery Project,This project will install solar panels and battery systems at 17 Rural Fire Service stations.,n/a,Central Coast (C) (NSW),"Up to $972,000",Not yet commenced,Infrastructure
1413,-35.7819249,150.1428659,Local Economic Recovery Funding,Support Landcare in the Riverina Highlands,"This project will support and expand the existing Riverina Highlands Landcare Nursery and Landcare groups, enriching recovery efforts following the Dunns Road - Green Valley bushfire.",n/a,Multiple NSW,"Up to $766,000",Not yet commenced,Environment
1414,-35.7819249,150.1428659,Local Economic Recovery Funding,Mogo Local Aboriginal Land Council Office,"This project will reconstruct the Mogo Local Aboriginal Land Council Office, adding a gallery and cafe.",Mogo (South),Eurobodalla (A),Up to $2.08 million,Not yet commenced,Infrastructure
1415,-28.78877933,153.5820093,Local Economic Recovery Funding,Ballina Shire Coastal Walk,"This project will construct a walking trail between Skennars Head and Lennox Head. It will improve existing pathways, construct finger paths and viewing platforms, and add landscaping to minimise erosion.",n/a,Ballina (A),"Up to $670,000",Not yet commenced,Infrastructure
1416,-35.9060316,148.4495305,Local Economic Recovery Funding,Selwyn Snow Resort Upgrades,"This project will upgrade Selwyn Snow Resort and the National Park, including a car park expansion, the creation of dedicated wheelchair-accessible parking spaces, and installation of electric vehicle charging stations.",Cabramurra,Multiple NSW,"Up to $986,000",Not yet commenced,Infrastructure
1417,-33.48279582,150.1570465,Local Economic Recovery Funding,Wolgan Valley Fire Station Upgrade,"This project will construct an emergency fire shelter in the centre of Wolgan Valley, including a refilling station for fire-fighting vehicles.",n/a,Lithgow (C),"Up to $990,000",Not yet commenced,Infrastructure
1418,-36.909978,149.2465764,Local Economic Recovery Funding,Top Blokes Mentoring Program,"This project will provide mentoring for approximately 240 young men aged 10-17 and will include weekly workshops in schools and community organisations, with topics including mental health, resilience, relationships, and anger management.",n/a,Multiple NSW,"Up to $227,331",Not yet commenced,Human/Social
1419,-36.2073225,150.1053904,Local Economic Recovery Funding,Bombala Arts and Innovation Centre,This project will convert the old Bombala Primary School into a multi-purpose cultural and community venue.,Bombala,Snowy Monaro Regional (A),"Up to $896,645",Not yet commenced,Infrastructure
1420,-36.2073225,150.1053904,Local Economic Recovery Funding,Muliyaan Cultural and Wildlife Centre,"This project will establish Muliyaan Cultural Centre, which will be a repository for cultural objects and information, an education and training centre, and a tourism hub.",North Narooma,Eurobodalla (A),Up to $3.27 million,Not yet commenced,Infrastructure
1421,-35.9971774,148.773673,Local Economic Recovery Funding,Lismore Walking Trails,This project will construct a two-kilometre concrete trail from Riverside Park to Albert Park and redevelop an existing trail through the Rotary Park Dry Rainforest.,n/a,Lismore (C),"Up to $660,153",Not yet commenced,Infrastructure
1422,-35.9971774,148.773673,Local Economic Recovery Funding,Supporting Tourism Infrastructure,"This project will construct parking bays for trucks and long vehicles in Adaminaby town centre, which aims to encourage more tourism visitation to the town.",Adaminaby,Snowy Monaro Regional (A),Up to $1.00 million,Not yet commenced,Infrastructure
